wgiCat,EIN,Name,Subsector,Form,Year,Contributions,Revenue,Expenses,Assets,,,,,,,,,,,,,,,,
WEDUC,237138155.000000,PANEPIROTIC FEDERATION OF AMERICA CANADA & AUSTRALIA,"03) Education, other",990,2018,3549,-33679,51051,775010
WEDUC,275091443.000000,DIAMOND GIRLS BOSTON,"03) Education, other",990EZ,2017,0,0,176,250
"WEDUC,WSW",222610254.000000,THE WOODWARD SCHOOL FOR GIRLS FOUNDATION INC,"03) Education, other",990EZ,2017,0,0,3395,0
WEDUC,454288186.000000,ALEX PETERS MEMORIAL FUND INC,"03) Education, other",990EZ,2016,200,870,3203,27924
WEDUC,222482508.000000,LASELL ALUMNAE INC LASELL ALUMNAI ASSOCIATION,"03) Education, other",990EZ,2017,0,1296,914,16617
WEDUC,821195041.000000,HARVARD KENNEDY SCHOOL ALUMNAE NETWORK,"03) Education, other",990EZ,2018,1580,1580,109,0
WEDUC,10682176.000000,STEPH KENNEY CREATIVE ARTS SCHOLARSHIP FUND,"03) Education, other",990EZ,2018,1400,3258,5525,15060
WEDUC,813241387.000000,CONNECTING THE DOTS - DREAM GARMENT INC CONNECTING THE DOTS-DREAM GARMENT,"03) Education, other",990,2018,4856,4856,6455,5000
WEDUC,823863767.000000,GIRLS WHO BUILD,"03) Education, other",990EZ,2018,3793,5639,5361,278
WEDUC,43464134.000000,THE SENECA INC,"03) Education, other",990EZ,2018,0,6154,22727,187219
WSNW,43452297.000000,HARVARD BUSINESS SCHOOL WOMENS ASSOCIATION,"03) Education, other",990EZ,2016,0,7068,3090,27673
WEDUC,42759640.000000,THE MOTHER CONNECTION INC,"03) Education, other",990EZ,2018,0,16650,16849,70996
WEDUC,822984772.000000,CAROLYN E GREEN WOMEN IN LIFE SCIENCE LEADERSHIP SCHOLARSHIP INC,"03) Education, other",990EZ,2018,0,18950,11550,20950
WEDUC,263108444.000000,CREW BOSTON EDUCATIONAL FOUNDATION INC,"03) Education, other",990EZ,2018,51805,33661,15036,131427
WEDUC,30518665.000000,FRIENDS OF THE MEDFORD FAMILY NETWORK CORP,"03) Education, other",990EZ,2018,31189,43212,26921,31448
WEDUC,473425225.000000,WOMAN BUSINESS OWNERS ALLIANCE OF THE PIONEER VALLEY INC,"03) Education, other",990EZ,2018,15934,44474,53038,22787
WEDUC,46051852.000000,ALUMNAE ASSOCIATION OF SIMMONS COLLEGE,"03) Education, other",990EZ,2018,31162,44700,35213,219448
WEDUC,61828407.000000,MEENAKSHI FOUNDATION INCORPORATED,"03) Education, other",990EZ,2018,62699,62699,59960,20200
WEDUC,277120765.000000,HELEN GEE CHIN SCHOLARSHIP FOUNDATION,"03) Education, other",990EZ,2018,54850,70237,23438,318714
WEDUC,454913438.000000,ADAMS TEMPLE AND SCHOOL FUND,"03) Education, other",990,2018,0,72815,105789,2833254
WEDUC,46047961.000000,WELLESLEY HILLS WOMANS CLUB SCHOLARSHIP TRUST,"03) Education, other",990,2018,75,77166,348475,16964
WEDUC,263252687.000000,GIRLS ANGLE INC,"03) Education, other",990EZ,2018,66053,95856,58305,208508
WEDUC,263342263.000000,WOMENADE BOSTON INC,"03) Education, other",990EZ,2018,13425,100325,97124,18265
WSNW,43268599.000000,ASSOCIATION OF HAITIAN WOMEN INC AFAB,"03) Education, other",990EZ,2018,110313,114907,109147,8198
WEDUC,42705767.000000,SCHOLARSHIP FUND OF TAU BETA BETA INC,"03) Education, other",990,2018,22915,124627,106104,1391401
WEDUC,821859365.000000,NEIGHBORHOOD VILLAGES INC,"03) Education, other",990,2018,153068,158434,148438,57809
"WHLTH,WEDUC",473905472.000000,BARAKAT BUNDLE INC,"03) Education, other",990EZ,2018,166649,166649,17107,221492
WEDUC,42105865.000000,WHEELOCK COLLEGE ALUMNAE ASSOCIATION,"03) Education, other",990,2018,0,197337,113921,2550014
"GV,WEDUC",823580675.000000,ESD GLOBAL INC,"03) Education, other",990,2018,239545,244495,210741,48882
WEDUC,710941605.000000,ELIZABETH SETON ACADEMY INC,"03) Education, other",990,2017,244228,251728,190916,0
"WHLTH,WEDUC",42681753.000000,KEYSTEPS INC,"03) Education, other",990,2018,78175,271934,439645,1307
WEDUC,753197031.000000,ALFANAR INC US,"03) Education, other",990,2018,280015,281148,469132,30464
WEDUC,264296182.000000,LIMITLESS HORIZONS IXIL INC,"03) Education, other",990,2018,239226,304450,391217,420210
WEDUC,825207582.000000,WOMEN IN MACHINE LEARNING INC,"03) Education, other",990,2018,311812,311812,200507,170541
WEDUC,364556393.000000,MOTHERS MORNING OUT INC,"03) Education, other",990,2018,464,427159,374461,376150
WEDUC,43372808.000000,GROWTH THROUGH LEARNING INC,"03) Education, other",990,2018,459202,461228,276708,523833
WEDUC,453302596.000000,FOUND IN TRANSLATION INC,"03) Education, other",990,2018,421283,474163,416097,52271
WEDUC,770683799.000000,MIL MILAGROS INC,"03) Education, other",990,2018,472235,499048,471762,521510
WEDUC,43213321.000000,SELF ESTEEM BOSTON EDUCATIONAL INSTITUTE INC,"03) Education, other",990,2018,290586,510471,467732,522436
WEDUC,261905452.000000,THE MARANYUNDO INITIATIVE INC,"03) Education, other",990,2018,571306,571370,484787,770811
"ND,WEDUC",43507716.000000,NEIGHBOR TO NEIGHBOR MASSACHUSETTS EDUCATION FUND INC,"03) Education, other",990,2018,569860,574238,622385,518506
WEDUC,222957361.000000,AMERICAN FRIENDS OF ST HILDAS COLLEGE INC,"03) Education, other",990,2018,574054,574611,515422,295246
WEDUC,271581674.000000,KOMERA INC,"03) Education, other",990,2018,646396,646500,469982,560489
WEDUC,42753429.000000,MUJERES UNIDAS AVANZANDO INC,"03) Education, other",990,2018,659204,663487,692568,1387449
WEDUC,262008030.000000,RAZIAS RAY OF HOPE FOUNDATION,"03) Education, other",990,2018,678575,678575,770496,461165
WEDUC,800297898.000000,RAR-MA INC RAISING A READER MASSACHUSETTS,"03) Education, other",990,2018,765238,898920,809930,834995
"WHLTH,WEDUC",43280390.000000,THE ELLIE FUND,"03) Education, other",990,2018,1357969,1481966,1317655,1090930
WEDUC,42152598.000000,WELLESLEY STUDENTS AID SOCIETY INC,"03) Education, other",990,2018,339639,1482762,1086509,36504963.000000
WEDUC,43163180.000000,MOTHER CAROLINE ACADEMY AND EDUCATION CENTER,"03) Education, other",990,2018,943031,1704830,2426174,12638046.000000
WEDUC,42103649.000000,ALUMNAE ASSOCIATION OF SMITH COLLEGE,"03) Education, other",990,2018,2339,1808132,1196794,24183358.000000
WEDUC,42105894.000000,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC,"03) Education, other",990,2018,1891361,2637085,2650382,8381194
WEDUC,731722348.000000,ESPERANZA ACADEMY INC,"03) Education, other",990,2018,2630012,2672311,1853965,3943003
WEDUC,810729618.000000,THE ACADEMY AT PENGUIN HALL INC,"03) Education, other",990,2018,27630,3140811,5150780,14341429.000000
WEDUC,42105817.000000,WELLESLEY COLLEGE ALUMNAE ASSOCIATION,"03) Education, other",990,2018,2444828,3656771,3372546,18043368.000000
"WEDUC,WSW",202699177.000000,MASSACHUSETTS CONFERENCE FOR WOMEN INC,"03) Education, other",990,2018,2321800,4117443,3550821,3323949
WEDUC,260367118.000000,OUR SISTERS SCHOOL INC,"03) Education, other",990,2018,3425627,4373165,1292776,13607862.000000
"WEDUC,WSW",42952746.000000,THE WOODWARD SCHOOL FOR GIRLS INC WOODWARD SCHOOL,"03) Education, other",990,2018,1563882,4671590,2574724,4921826
WEDUC,42668765.000000,MONTROSE FOUNDATION INC,"03) Education, other",990,2018,907021,5946109,6053489,19317706.000000
WEDUC,42163044.000000,STONELEIGH-BURNHAM SCHOOL,"03) Education, other",990,2018,807758,9754493,9384934,9019369
WEDUC,42104273.000000,MISS HALLS SCHOOL INC,"03) Education, other",990,2018,10042145.000000,22973911.000000,18815013.000000,55335757.000000
WEDUC,42103562.000000,DANA HALL SCHOOLS,"03) Education, other",990,2018,3307245,31073593.000000,30068074.000000,111640352.000000
WEDUC,42105842.000000,WINSOR SCHOOL INC,"03) Education, other",990,2018,4960531,31271817.000000,31204419.000000,191008981.000000,"03) Education, other",45269737
WENV,43296952.000000,GLOUCESTER FISHERMANS WIVES DEVELOPMENT PROGRAMS INC,04) Environment,990EZ,2018,5005,5010,22435,20325
WENV,43566190.000000,FRIENDS OF ALEWIFE RESERVATION INC,04) Environment,990EZ,2018,11000,11000,10481,8308
"WENV,WSW",474202864.000000,SAVVY WOMENS ALLIANCE,04) Environment,990EZ,2018,23624,29076,27542,10676
GEN,262111452.000000,SACRED THREADS- A CENTER FOR SPIRITUALITY & HEALING SACRED THREADS CENTER,04) Environment,990EZ,2018,77809,94989,124780,126242
WENV,262176762.000000,WHITE SNAKE PROJECTS INC,04) Environment,990EZ,2018,118700,138700,150742,2156
WSNW,465758600.000000,MOTHERS OUT FRONT INC,04) Environment,990,2018,4419900,4445745,2253675,4845035
WENV,43236982.000000,NATIONAL NETWORK OF ABORTION FUNDS,04) Environment,990,2018,5119965,5400901,4582717,4931905,04) Environment,9776003
GEN,272760538.000000,LA ESPERANZA THE HOPE OF THE PIONEER VALLEY INC,"06) Health, other",990EZ,2017,250,250,4162,0
WHLTH,464819541.000000,LETS TACKLE BREAST CANCER,"06) Health, other",990EZ,2018,263,263,1013,19097
WHLTH,825019537.000000,HEALING EMOTIONS AFTER BREAST CANCER INC,"06) Health, other",990EZ,2019,844,844,3020,439
WHLTH,814999393.000000,FAMILY HEALTH PROJECT INC,"06) Health, other",990,2018,0,957,33537,174808
WHLTH,472161267.000000,MOTHERS AND INFANTS RECOVERY NETWORK INC JEAN TALBERT,"06) Health, other",990EZ,2018,1096,1552,44125,42090
WHLTH,352222308.000000,BREAST FORM FUND,"06) Health, other",990,2013,0,3467,9562,22106
WHSV,810896884.000000,WOMEN IN RECOVERY PROJECT,"06) Health, other",990EZ,2018,3670,3670,1651,2308
GEN,460909998.000000,MY DESTINY FOUNDATION INC,"06) Health, other",990EZ,2018,3833,3833,3212,11350
WHLTH,205421350.000000,SABRINAS FOUNDATION INC,"06) Health, other",990EZ,2018,9500,10034,851,384066
WHLTH,263759989.000000,BOLTON WALKERS JUST CAUSE,"06) Health, other",990EZ,2018,10944,10944,11296,5906
WHLTH,271793688.000000,LORIS BREAST FRIENDS,"06) Health, other",990EZ,2018,3220,13665,13541,2089
WHLTH,300222843.000000,THEYELLOWUMBRELLA ORG INC,"06) Health, other",990EZ,2018,0,13741,2361,15123
WHLTH,821685983.000000,BETH MARTIN MEMORIAL FOUNDATION INC,"06) Health, other",990EZ,2018,0,14207,4499,12156
WHSV,475616231.000000,2 SIDES PROJECT INC,"06) Health, other",990EZ,2018,14270,14270,12469,2787
WHLTH,412205733.000000,HOPE IN BLOOM INC,"06) Health, other",990EZ,2018,15363,15363,14908,2468
WHLTH,452400850.000000,MASSACHUSETTS RIDE FOR THE RIBBON INC,"06) Health, other",990EZ,2016,18886,15743,12000,86322
WHLTH,43546884.000000,M PATRICIA CRONIN FOUNDATION TO FIGHT OVARIAN CANCER INC,"06) Health, other",990EZ,2018,4094,16142,5302,164123
WHLTH,237288887.000000,PREGNANCY SUPPORT SERVICES OF BERKSHIRE COUNTY INC,"06) Health, other",990EZ,2018,13942,16406,13794,26725
"GV,ND,WHLTH",471350294.000000,VISIONING BEAR CIRCLE INTERTRIBAL COALITION,"06) Health, other",990EZ,2018,14490,24361,96344,31950
WHLTH,813407491.000000,PINK W A Y FOUNDATION INC,"06) Health, other",990EZ,2018,0,26729,23535,43360
WHLTH,450942963.000000,FERTILITY WITHIN REACH INCORPORATED,"06) Health, other",990EZ,2018,28207,28207,28805,30281
WHLTH,43469680.000000,OBSTETRICAL SOCIETY OF BOSTON INC,"06) Health, other",990EZ,2018,0,34419,33939,34852
WHLTH,800806385.000000,MEGAN LALLY MEMORIAL FUND INC,"06) Health, other",990EZ,2018,35110,35118,2185,5527
WHLTH,271700187.000000,TANNER TA TA FOUNDATION INC,"06) Health, other",990EZ,2018,27453,36318,53807,56045
WHLTH,800787743.000000,BABY CAFE USA INC,"06) Health, other",990EZ,2018,0,37853,16776,75205
WHSV,474940782.000000,WOMAN AT THE WELL INC,"06) Health, other",990EZ,2018,38835,38835,38816,21003
WHLTH,472172361.000000,MAANAVSEVA INC,"06) Health, other",990EZ,2018,51529,52362,15239,104187
GV,461894179.000000,MAMA BEAR EFFECT INC,"06) Health, other",990EZ,2018,39016,61163,63649,41699
GEN,814822649.000000,EFFING FOUNDATION FOR SEX-POSITIVITY INC,"06) Health, other",990EZ,2018,61882,62111,35511,29780
WHLTH,452473500.000000,TEAM MAUREEN INC,"06) Health, other",990EZ,2018,59423,65086,66897,41357
WHLTH,42121358.000000,MASSACHUSETTS GENERAL HOSPITAL NURSES ALUMNAE ASSOCIATION INC,"06) Health, other",990,2018,33093,70310,68248,1433836
RH,237001480.000000,BOSTON ASSOCIATION FOR CHILDBIRTH EDUCATION INC,"06) Health, other",990EZ,2018,2005,73779,63543,137400
WHLTH,320390494.000000,ASIAN WOMEN FOR HEALTH INC,"06) Health, other",990EZ,2018,58669,74689,86586,63036
WHLTH,453235414.000000,BAKES FOR BREAST CANCER,"06) Health, other",990,2018,86080,87063,74217,82124
WHLTH,43583648.000000,RETT SYNDROME ASSOCIATION OF MASSACHUSETTS INC,"06) Health, other",990EZ,2018,92193,92193,10894,111593
WHLTH,43582042.000000,WOMEN EMPOWERED TO MAKE HEALTHY CHOICES INC,"06) Health, other",990,2015,13597,93793,113463,181221
RH,222794431.000000,FRIENDS OF FAMILY PLANNING OF MARTHAS VINEYARD INC,"06) Health, other",990,2018,60542,104559,46892,454691
WHLTH,300751988.000000,HOPE AND FRIENDSHIP METASTATIC BREAST CANCER FOUNDATION INC,"06) Health, other",990,2018,117628,122009,69465,304119
WHLTH,42175121.000000,ST LUKES HOSPITAL WOMENS AUXILIARY,"06) Health, other",990EZ,2016,200,127098,128449,5864
WHLTH,43091048.000000,FIRST CONCERN PREGNANCY RESOURCE CENTER INC,"06) Health, other",990,2018,98596,131566,151646,193487
WHLTH,10557632.000000,AMERICAN SOCIETY FOR HEALTH FOR ALL INC,"06) Health, other",990EZ,2018,144732,141063,111199,63134
WHLTH,471215016.000000,MAYA MIDWIFERY INTERNATIONAL INC,"06) Health, other",990,2018,143281,143281,88223,107410
WHSV,472480088.000000,INTERNATIONAL ASSOCIATION FOR PREMENSTRUAL DISORDERS IAPMD,"06) Health, other",990EZ,2018,131002,149728,133778,49647
RH,43502604.000000,NATIONAL NETWORK OF ABORTION FUNDS EASTERN MA ABORTION FUND,"06) Health, other",990EZ,2018,155939,155939,148397,119394
WHLTH,42781134.000000,PROBLEM PREGNANCY OF WORCESTER INC,"06) Health, other",990,2018,174263,159824,130011,677750
WHLTH,43266589.000000,RESOLVE OF THE BAY STATE INC DBA RESOLVE OF NEW ENGLAND,"06) Health, other",990EZ,2018,153588,177032,202156,61999
WHLTH,204284833.000000,OVATIONS FOR A CURE INC,"06) Health, other",990,2018,181146,181152,222887,43620
WHLTH,43529643.000000,BERKSHIRE NURSING FAMILIES INC,"06) Health, other",990EZ,2018,127281,190023,184921,106648
WHLTH,237181730.000000,JORDAN HOSPITAL CLUB INC,"06) Health, other",990,2018,171942,196021,157441,448133
WHLTH,770697869.000000,KEEPING PACE WITH MULTIPLE MIRACLES INC,"06) Health, other",990EZ,2018,16883,198897,197398,12837
WHLTH,43520881.000000,RESEARCH FOUNDATION FOR THE TREATMENT OF OVARIAN CANCER INC,"06) Health, other",990,2018,187666,210895,82100,1921007
RH,462997707.000000,HEALTH AND EDUCATION FOR ALL,"06) Health, other",990,2018,223803,223803,193645,62167
WHLTH,43144053.000000,MASSACHUSETTS BREAST CANCER COALITION INC,"06) Health, other",990,2018,207392,226548,201253,291091
RH,461645061.000000,CAMBRIDGE REPRODUCTIVE HEALTH CONSULTANTS,"06) Health, other",990,2018,235822,235841,144582,173762
"GV,RH",472329330.000000,NATIONAL CMV FOUNDATION INC,"06) Health, other",990,2018,238572,238574,307756,388700
WHLTH,237274169.000000,BOSTON WOMENS HEALTH BOOK COLLECTIVE INC OUR BODIES OURSELVES,"06) Health, other",990,2018,237253,262253,322032,139878
WHLTH,204027171.000000,JULIE FUND INC,"06) Health, other",990,2018,206583,370624,351962,113173
WHSV,237304064.000000,WOMENS MENTAL HEALTH COLLECTIVE INC,"06) Health, other",990,2018,107,377995,371481,84895
WHLTH,42794855.000000,BETH ISRAEL HOSPITAL OBSTETRICS & GYNECOLOGY FOUNDATION INC,"06) Health, other",990,2018,0,436554,335091,12610007.000000
WHLTH,43506574.000000,FIND THE CAUSE INC,"06) Health, other",990,2018,32566,452316,352008,229257
"ND,WHLTH",320349587.000000,PHILIP J HANSBURY REHABILITATIVE JUSTICE FOR WOMEN FOUNDATION INC,"06) Health, other",990,2015,475000,475000,699,497019
WHLTH,43522717.000000,VIRGINIA THURSTON HEALING GARDEN INC THE VIRGINIA THURSTON HEALING GARD,"06) Health, other",990,2018,477420,485443,486814,1268096
WHLTH,136227462.000000,A C N M FOUNDATION INC,"06) Health, other",990,2018,365049,495090,366231,1074087
WSNW,42105799.000000,VINCENT CLUB,"06) Health, other",990,2018,375094,495496,472582,2814856
WHLTH,223196616.000000,A WOMANS CONCERN INC,"06) Health, other",990,2017,634585,634585,571285,495437
WSNW,300254355.000000,ARMENIAN WOMENS WELFARE ASSOCIATION INC,"06) Health, other",990,2018,18837,929444,250391,16721755.000000
GV,42732721.000000,THE CENTER FOR HOPE AND HEALING INC,"06) Health, other",990,2018,1237983,1225745,838296,650894
WHSV,743100810.000000,EMH RECOVERY INC,"06) Health, other",990,2018,1254948,1363097,919701,1310570
WHLTH,208063509.000000,MOTHERS MILK BANK NORTHEAST INC,"06) Health, other",990,2018,925278,1422105,1237489,1116450
WHSV,473503719.000000,MEGAN HOUSE FOUNDATION,"06) Health, other",990,2018,1271988,1441663,1181911,2038527
WHLTH,46004286.000000,VINCENT MEMORIAL HOSPITAL,"06) Health, other",990,2018,111101,1542620,1257283,30357087.000000
GV,42734584.000000,PATHWAYS FOR CHANGE INC,"06) Health, other",990,2018,1574825,1578141,1535607,562759
WHSV,42616114.000000,FAMILY AND COMMUNITY RESOURCES INC,"06) Health, other",990,2018,42956,2339946,2381347,350689
WHLTH,42475363.000000,HEALTHQUARTERS INC,"06) Health, other",990,2018,1127977,3186886,3075211,2282264
WHLTH,43201637.000000,HEALTHY CHILDREN PROJECT INC,"06) Health, other",990,2018,0,3705928,4095750,693537
GV,42974983.000000,BOSTON AREA RAPE CRISIS CENTER INC,"06) Health, other",990,2018,2959022,3770873,3714367,1513330
RH,30382773.000000,IBIS REPRODUCTIVE INC,"06) Health, other",990,2018,4024520,4135958,6678379,8937651
WHSV,42103766.000000,FALL RIVER DEACONESS HOME,"06) Health, other",990,2018,123032,6968955,6791515,6452896
RH,42698497.000000,PLANNED PARENTHOOD LEAGUE OF MASSACHUSETTS INC,"06) Health, other",990,2018,8555559,31592977.000000,38420626.000000,29958870.000000,"06) Health, other",29543718,INCLUDES 8.6 M FOR PLANNED PARENTHOOD
"GV,WSW",223267826.000000,CAPE COD CENTER FOR WOMEN INC,07) Human services,990,2018,39928,-42415,172777,0
GEN,222559693.000000,BOY AND GIRL SCOUTS OF KINGSTON INC,07) Human services,990EZ,2018,0,-14098,2570,187863
GIRL,473918745.000000,MOVING LEADERS FORWARD INC,07) Human services,990EZ,2017,0,0,0,1013
WSNW,43526409.000000,WOMEN IN LAW ENFORCEMENT,07) Human services,990EZ,2016,0,0,2791,0
"GIRL,WSW",386949105.000000,SHARON SCOUT TR,07) Human services,990EZ,2018,0,0,13685,125922
GV,43562282.000000,CULTURAL ACCESS CONSORTIUM INC,07) Human services,990EZ,2017,0,1,8576,0
GV,811646597.000000,WOMEN SURVIVORS OF HOMICIDE MOVEMENT INC,07) Human services,990EZ,2018,5,5,20,3
WHSV,474355887.000000,KIDS WITHOUT MOMS INC,07) Human services,990EZ,2017,50,50,10262,0
GIRL,473092362.000000,NORTHAMPTON WRESTLING INC,07) Human services,990,2018,100,100,35,1839
GV,43389211.000000,EMPLOYERS AGAINST DOMESTIC VIOLENCE INC,07) Human services,990EZ,2017,0,150,11784,72649
GV,42730523.000000,INCESTRESOURCES INC,07) Human services,990EZ,2016,143,205,776,0
WHSV,264558073.000000,COMMUNITY LENDING CORPORATION,07) Human services,990EZ,2016,0,252,35,0
"WHLTH,GIRL",462361370.000000,PINK SEAT PROJECT,07) Human services,990EZ,2018,405,405,485,1885
GV,30490897.000000,H U G S FOXBORO INC,07) Human services,990EZ,2018,645,645,6663,7864
GV,470849983.000000,JENI FUND FOR RESEARCH PREVENTION & TREATMENT OF WOMENS LUNG CANCER,07) Human services,990EZ,2018,725,725,0,35796
GV,273951808.000000,RACHEL AND LILLIAN ROSE FOUNDATION,07) Human services,990EZ,2018,0,1000,920,24033
GV,452814342.000000,STAND UP FOR WOMENS SAFETY INC,07) Human services,990EZ,2018,75,1575,5990,30156
GIRL,261768189.000000,CAPE COD GIRLS SOFTBALL LEAGUE,07) Human services,990EZ,2018,0,2258,2694,1137
GIRL,464025187.000000,WOMENS HOCKEY COMMISSIONERS ASSOCIATION INC,07) Human services,990EZ,2018,0,3000,668,11730
WHSV,237092431.000000,GIRLS WELFARE SOCIETY OF WORCESTER INC,07) Human services,990EZ,2018,0,3643,0,440554
GEN,202351631.000000,BIRTHRIGHT UNPLUGGED,07) Human services,990EZ,2018,4000,4000,4493,31531
WHSV,454420548.000000,WOMENS VOICES WORLDWIDE,07) Human services,990EZ,2016,4234,4514,4579,192
GV,562360659.000000,H U G S SHARON INC,07) Human services,990EZ,2018,3771,4959,5501,87505
GIRL,20593057.000000,FALMOUTH GIRLS HOCKEY CLUB INC,07) Human services,990EZ,2010,3581,5206,13768,0
GV,900930510.000000,GRANDMOTHERS AGAINST GUN VIOLENCE GAG,07) Human services,990EZ,2018,2745,5358,3964,7068
GIRL,475269498.000000,FRIENDS OF LINCOLN-SUDBURY GIRLS LACROSSE,07) Human services,990EZ,2018,477,5546,4623,6623
ND,20703030.000000,WAGE PROJECT INC,07) Human services,990EZ,2018,4390,5592,56495,104302
GIRL,471357237.000000,MOMS AS MENTORS PROJECT INC,07) Human services,990EZ,2018,3800,6048,9290,9157
GIRL,454463150.000000,MEDWAY ASHLAND GIRLS HOCKEY ASSOCIATION,07) Human services,990EZ,2018,2128,6157,6540,9466
GIRL,42786802.000000,WALPOLE GIRLS SOCCER BOOSTERS ASSOCIATION INC,07) Human services,990EZ,2017,0,6728,4680,7962
GV,43427743.000000,HELP US GET SAFE H U G S II INC,07) Human services,990EZ,2018,9423,8433,14576,11933
GEN,510201165.000000,BIRTHRIGHT OF HUDSON-MARLBOROUGH INC,07) Human services,990EZ,2018,9344,9344,8914,18420
"WHLTH,WHSV",43358624.000000,MASSACHUSETTS BREASTFEEDING COALITION INC,07) Human services,990EZ,2018,273,10825,24898,17582
GEN,264369238.000000,SHARE HELP EMPOWER NETWORK INC AKA SHE NETWORK INC,07) Human services,990EZ,2018,2343,11559,3895,21481
"GV,WSW",42700587.000000,ARNOLD L ANDERSON HOUSE INC,07) Human services,990EZ,2017,1500,11641,22503,374758
